source,source_system,source_module,record_id,record_number,record_type,record_subtype,record_category,record_status,opened_date,filed_date,issued_date,expiration_date,completed_date,closed_date,updated_date,event_date,event_date_type,first_observed_date,snapshot_date,last_observed_date,historical_reconstruction,temporal_evidence,description,work_description,address,street_number,street_name,city,state,postal_code,parcel_id,property_id,valuation,estimated_cost,owner_name,applicant_name,contractor_name,contractor_license,parent_record_number,related_record_numbers,latitude,longitude,source_url,retrieved_at,raw_source_file
City of Tampa,Accela Citizen Access,Building,acc-aba9063332ac6c49647d,BTR-26-0631444,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,8610 Hunters Key Cir T 33647,8610,Hunters Key Cir T 33647,,,33647,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-cf8fe716892b9a43903e,BTR-26-0631445,Residential Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,8902 N Dexter Ave T 33604,8902,N Dexter Ave T 33604,,,33604,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-95f5fc92c68efb9dfa01,BTR-26-0631446,Residential Mechanical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,17801 Arbor Haven Dr T 33647,17801,Arbor Haven Dr T 33647,,,17801,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-b7628305677a763502c8,BTR-26-0631447,Residential Mechanical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,17211 Talence Ct T 33647,17211,Talence Ct T 33647,,,17211,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-51e058b39e1486a1463c,BTR-26-0631448,Commercial Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,14551 N 46th St 3201 T 33613,14551,N 46th St 3201 T 33613,,,14551,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-161cd975d0b2f69f29bb,BTR-26-0631449,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3104 W El Prado Blvd T 33629,3104,W El Prado Blvd T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-4eabab2d4a6e9fcdf642,BTR-26-0631450,Residential Electrical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,19123 Climbing Aster Dr T 33647,19123,Climbing Aster Dr T 33647,,,19123,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-34d46a85ee0f965a8223,BTR-26-0631451,Residential Roof Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2420 Harper St T 33605,2420,Harper St T 33605,,,33605,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-e92c1079f943cf6f4229,BTR-26-0631452,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,209 N Bradford Ave T 33609,209,N Bradford Ave T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-3fac0d4f86f1579412bd,BTR-26-0631453,Commercial Mechanical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,371 Channelside Walk Way T 33602,371,Channelside Walk Way T 33602,,,33602,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-c1fd766121e9516470e5,BTR-26-0631454,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,15908 Wyndover Rd T 33647,15908,Wyndover Rd T 33647,,,15908,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-2c15c7bc85223914a5c4,BTR-26-0631455,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,8201 Woodrose Glen Way T 33647,8201,Woodrose Glen Way T 33647,,,33647,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f90d911a42cb4a4ef55f,BTR-26-0631456,Commercial Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1024 E 109th Ave A T 33612,1024,E 109th Ave A T 33612,,,33612,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-04c8cd41154a4ccdccdf,BTR-26-0631457,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3210 W Chapin Ave T 33611,3210,W Chapin Ave T 33611,,,33611,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a5bee5c9a13f61720af7,BTR-26-0631458,Residential Roof Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,519 W Hanna Ave T 33604,519,W Hanna Ave T 33604,,,33604,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-320ee5eecb587efab3e3,BTR-26-0631459,Residential Electrical Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5206 Interbay Blvd T 33611,5206,Interbay Blvd T 33611,,,33611,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-387fdc854b57140f1612,BTR-26-0631460,Residential Roof Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1510 S MacDill Ave T 33629,1510,S MacDill Ave T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-ed39a44e5080a600b4fc,BTR-26-0631461,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4813 N 30th St T 33610,4813,N 30th St T 33610,,,33610,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f99888aeca94e583dc79,BTR-26-0631462,Commercial Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3309 Bay Club Cir T 33607,3309,Bay Club Cir T 33607,,,33607,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a711bbc65a13affb4958,BTR-26-0631463,Residential Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,14551 N 46th St 3805 T 33613,14551,N 46th St 3805 T 33613,,,14551,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-63a49ecc885d490f4ce5,BTR-26-0631464,Residential Plumbing Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,10708 Cory Lake Dr T 33647,10708,Cory Lake Dr T 33647,,,10708,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a681c7d9e6692a25df7b,BTR-26-0631465,Residential Electrical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2706 W Powhatan Ave T 33614,2706,W Powhatan Ave T 33614,,,33614,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-a5ef21e21e2d96c692dd,BTR-26-0631466,Residential Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2917 W Cass St T 33609,2917,W Cass St T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-434e185fed2bba6ecb5b,BTR-26-0631467,Residential Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,2908 W San Isidro St T 33629,2908,W San Isidro St T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-0fd93038f681c8787d08,BTR-26-0631468,Residential Plumbing Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3312 W San Nicholas St T 33629,3312,W San Nicholas St T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-935e2db101a4fce53868,BTR-26-0631469,Residential Building Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4804 Culbreath Isles Rd T 33629,4804,Culbreath Isles Rd T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-d0f9de493b161f521f6c,BTR-26-0631470,Commercial Plumbing Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1902 E Busch Blvd T 33612,1902,E Busch Blvd T 33612,,,33612,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-b3ee3595821b603e2e2c,BTR-26-0631471,Residential Roof Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,1711 E Annona Ave T 33612,1711,E Annona Ave T 33612,,,33612,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-05078a88a10276eb97d0,BTR-26-0631472,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,813 W Plymouth St T 33603,813,W Plymouth St T 33603,,,33603,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-778edf7a0dbf0cdddb28,BTR-26-0631473,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3610 S Beach Dr T 33629,3610,S Beach Dr T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-21277c2120866e0cc1bb,BTR-26-0631474,Residential Mechanical Trade Permit,,,In Process,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,16090 Bella Woods Dr T 33647,16090,Bella Woods Dr T 33647,,,16090,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-0cbe1aed91aca8c0992d,BTR-26-0631475,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4103 W Vasconia St T 33629,4103,W Vasconia St T 33629,,,33629,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-19bf3ff9602cdaac662e,BTR-26-0631476,Residential Electrical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,10209 N 21st St T 33612,10209,N 21st St T 33612,,,10209,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-904a51f6101057e49f77,BTR-26-0631477,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,10209 N 21st St T 33612,10209,N 21st St T 33612,,,10209,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f408f8ad11593f0eff7a,BTR-26-0631478,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3323 W Saint Conrad St T 33607,3323,W Saint Conrad St T 33607,,,33607,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-2d9df391bdc4fcb3c809,BTR-26-0631479,Residential Plumbing Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4503 W Gray St T 33609,4503,W Gray St T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-006e15c393432912706d,BTR-26-0631480,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4423 W Cleveland St T 33609,4423,W Cleveland St T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-ab6ad7191bad80415b20,BTR-26-0631481,Residential Roof Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,913 W Candlewood Ave T 33603,913,W Candlewood Ave T 33603,,,33603,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f7dbcd7f564a9248f6ff,BTR-26-0631482,Commercial Mechanical Trade Permit,,,Awaiting Client Reply,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,8500 N 50th St 1811 T 33617,8500,N 50th St 1811 T 33617,,,33617,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-1c9076740e5cba568f48,BTR-26-0631483,Residential Building Trade Permit,,,Issued,2026-08-31,,,2027-08-31,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,10209 N 21st St T 33612,10209,N 21st St T 33612,,,10209,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-7da688bafff4fc433345,PPR-26-0000056,Preliminary Plan Review,,,In Process,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5311 Avion Park Dr T 33607,5311,Avion Park Dr T 33607,,,33607,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-daa06b76c8608ad47804,PPR-26-0000057,Preliminary Plan Review,,,In Process,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5215 W Tyson Ave T 33611,5215,W Tyson Ave T 33611,,,33611,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-1641cccab5076faa5ffb,TRE-26-0001318,Tree Removal and Pruning Permit,,,Complete,2026-08-31,,,2027-03-06,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,632 Jamaica Ave T 33606,632,Jamaica Ave T 33606,,,33606,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-daf96843af5b897fa61c,TRE-26-0001319,Tree Removal and Pruning Permit,,,Client Scheduling Required,2026-08-31,,,2027-02-27,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,211 W Emily St T 33603,211,W Emily St T 33603,,,33603,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-2c7665db8c8445a44e28,TRE-26-0001320,Tree Removal and Pruning Permit,,,In Process,2026-08-31,,,2027-02-27,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,3909 S MacDill Ave 1-2 T 33611,3909,S MacDill Ave 1-2 T 33611,,,33611,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-0d1c456d0489c4fa16f0,TRE-26-0001321,Tree Removal and Pruning Permit,,,Client Scheduling Required,2026-08-31,,,2027-02-27,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,504 N Beverly Ave T 33609,504,N Beverly Ave T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-51ba300e16b32ea353e5,UTL-26-0001907,Commercial Utility Application,,,Open,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,5113 Uceta Rd T 33619,5113,Uceta Rd T 33619,,,33619,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-f963b36fd54923810487,UTL-26-0001908,Commercial Utility Application,,,Open,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,12410 Joel Ct H 33612,12410,Joel Ct H 33612,,,12410,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
City of Tampa,Accela Citizen Access,Building,acc-438bfb9905a9f2138fce,UTL-26-0001909,Residential Utility Application,,,Open,2026-08-31,,,,,,,2026-08-31,application_opened,2026-09-01,2026-09-01,2026-09-01,0,prospective_snapshot,,,4523 W Azeele St T 33609,4523,W Azeele St T 33609,,,33609,,,,,,,,,,,,,,2026-09-01T04:00:03.052581+00:00,data/raw/accela/month-end-freezes/2026-09-01/building/day-freeze-2026-08-31/00004-search-export-1fa6dcef19a3.csv
